"id_registro","valor_registro","data_registro","fk_componente","fk_medida","tipo_componente"
1209,45.8,"2023-11-09 10:00:52",3,1,"Disco"
1215,45.8,"2023-11-09 10:00:57",3,1,"Disco"
1221,45.8,"2023-11-09 10:01:02",3,1,"Disco"
1227,45.8,"2023-11-09 10:01:07",3,1,"Disco"
1233,45.8,"2023-11-09 10:01:12",3,1,"Disco"
1239,45.8,"2023-11-09 10:01:17",3,1,"Disco"
1245,45.8,"2023-11-09 10:01:22",3,1,"Disco"
1251,45.8,"2023-11-09 10:01:27",3,1,"Disco"
1257,45.8,"2023-11-09 10:01:32",3,1,"Disco"
1263,45.8,"2023-11-09 10:01:37",3,1,"Disco"
1269,45.8,"2023-11-09 10:01:42",3,1,"Disco"
1275,45.8,"2023-11-09 10:01:47",3,1,"Disco"
1281,45.8,"2023-11-09 10:01:52",3,1,"Disco"
1287,45.8,"2023-11-09 10:01:58",3,1,"Disco"
1293,45.8,"2023-11-09 10:02:03",3,1,"Disco"
1299,45.8,"2023-11-09 10:02:08",3,1,"Disco"
1305,45.8,"2023-11-09 10:02:13",3,1,"Disco"
1311,45.8,"2023-11-09 10:02:18",3,1,"Disco"
1317,45.8,"2023-11-09 10:02:23",3,1,"Disco"
1323,45.8,"2023-11-09 10:02:28",3,1,"Disco"
1329,45.8,"2023-11-09 10:02:33",3,1,"Disco"
1335,45.8,"2023-11-09 10:02:38",3,1,"Disco"
1341,45.8,"2023-11-09 10:02:43",3,1,"Disco"
